Job Id,Unit Id,Annotation_Id,Unit,Annotated Span,Media_Unit-Annotation_Score,Expert,Ground_Truth
247,110,Wsj_0610,Mr. Maxwell said he would n't be surprised if over the next two years or so General Mills ' share increased to 30 % or more .,said,0.3,1,1
247,110,Wsj_0610,Mr. Maxwell said he would n't be surprised if over the next two years or so General Mills ' share increased to 30 % or more .,surprised,0.2,1,1
247,111,wsj_0568,"Just clobbered """" said Ulric Weil an analyst at Weil amp Associates who had once been high on the company .",high,0.3,1,1
247,111,wsj_0568,"Just clobbered """" said Ulric Weil an analyst at Weil amp Associates who had once been high on the company .",said,0.3,1,1
247,112,wsj_0555,Waxman sells a variety of hardware products for the home repair market,[NONE],0,1,0
247,113,APW19980213.1310,Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation,opening,0.23,1,1
247,113,APW19980213.1310,Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation,hope,0.12,1,1
247,113,APW19980213.1310,Pro-republicans hope to have an Australian president by the opening of the 2000 Olympics and the 100th anniversary of Australian federation,have,0,1,1
247,114,APW19980306.1001,"We are going to maintain our forces in the region for the foreseeable future """" said spokesman Kenneth Bacon .",said,0.2,1,1
247,115,APW19980418.0210,Farkas expressed the hope he one day follow in the footsteps of fellow astronaut John Glenn who at 77 is about to go into space again .,go,0.37,1,1
247,115,APW19980418.0210,Farkas expressed the hope he one day follow in the footsteps of fellow astronaut John Glenn who at 77 is about to go into space again .,follow,0.18,1,1
247,116,wsj_0781,Yesterday Compaq plunged further closing at $ 100 a share off $ 8.625 a share on volume of 2633700 shares .,closing,0.41,1,1
247,118,wsj_0745,And powerful political pressures may convince the Conservative government to keep its so-called golden share which limits any individual holding to 15 % until the restriction expires on Dec . 31 1990 .,convince,0.45,1,1
247,118,wsj_0745,And powerful political pressures may convince the Conservative government to keep its so-called golden share which limits any individual holding to 15 % until the restriction expires on Dec . 31 1990 .,keep,0.34,1,1
247,118,wsj_0745,And powerful political pressures may convince the Conservative government to keep its so-called golden share which limits any individual holding to 15 % until the restriction expires on Dec . 31 1990 .,expires,0.23,1,1
247,118,wsj_0745,And powerful political pressures may convince the Conservative government to keep its so-called golden share which limits any individual holding to 15 % until the restriction expires on Dec . 31 1990 .,pressures,0.23,1,1
247,119,wsj_1038,Initially the company said it will close its commercial real-estate lending division and stop originating new leases at its commercial lease subsidiary .,stop,0.33,1,1
247,119,wsj_1038,Initially the company said it will close its commercial real-estate lending division and stop originating new leases at its commercial lease subsidiary .,said,0.16,1,1
247,121,wsj_0778,According to department policy prosecutors must make a strong showing that lawyers ' fees came from assets tainted by illegal profits before any attempts at seizure are made .,attempts,0.41,1,1
247,121,wsj_0778,According to department policy prosecutors must make a strong showing that lawyers ' fees came from assets tainted by illegal profits before any attempts at seizure are made .,showing,0.41,1,1
247,121,wsj_0778,According to department policy prosecutors must make a strong showing that lawyers ' fees came from assets tainted by illegal profits before any attempts at seizure are made .,came,0.25,1,1
247,121,wsj_0778,According to department policy prosecutors must make a strong showing that lawyers ' fees came from assets tainted by illegal profits before any attempts at seizure are made .,made,0.08,1,1
247,121,wsj_0778,According to department policy prosecutors must make a strong showing that lawyers ' fees came from assets tainted by illegal profits before any attempts at seizure are made .,according,0,1,1
247,122,WSJ900813-0157,Then yesterday he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .,entice,0.39,1,1
247,122,WSJ900813-0157,Then yesterday he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .,occupation,0.39,1,1
247,122,WSJ900813-0157,Then yesterday he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .,tried,0.39,1,1
247,122,WSJ900813-0157,Then yesterday he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .,occupation,0.31,1,1
247,122,WSJ900813-0157,Then yesterday he tried to entice Arab leaders with his proposal for a diplomatic solution linking his occupation of Kuwait with Israel 's occupation of the West Bank .,linking,0.23,1,1
247,123,wsj_0938,If a bid materializes at that price shareholders will have every reason to be glad but the question of financing still remains .,remains,0.34,1,1
247,123,wsj_0938,If a bid materializes at that price shareholders will have every reason to be glad but the question of financing still remains .,glad,0.22,1,1
247,124,APW19980213.1310,It 's no secret that she 's indicated to me ... she is a 20th century democrat understands that the role of the crown in Australia rests in the hands of the Australian people as it has for almost a hundred years .,indicated,0.6,1,1
247,124,APW19980213.1310,It 's no secret that she 's indicated to me ... she is a 20th century democrat understands that the role of the crown in Australia rests in the hands of the Australian people as it has for almost a hundred years .,rests,0.3,1,1
247,124,APW19980213.1310,It 's no secret that she 's indicated to me ... she is a 20th century democrat understands that the role of the crown in Australia rests in the hands of the Australian people as it has for almost a hundred years .,has,0.15,1,1
247,124,APW19980213.1310,It 's no secret that she 's indicated to me ... she is a 20th century democrat understands that the role of the crown in Australia rests in the hands of the Australian people as it has for almost a hundred years .,understands,0.15,1,1
247,125,wsj_0167,RMS International Inc. Hasbrouk Heights N.J. facing a cash-flow squeeze said it is seeking other financing sources and waivers from debenture holders .,said,0.2,1,1
247,125,wsj_0167,RMS International Inc. Hasbrouk Heights N.J. facing a cash-flow squeeze said it is seeking other financing sources and waivers from debenture holders .,facing,0.1,1,1
247,125,wsj_0167,RMS International Inc. Hasbrouk Heights N.J. facing a cash-flow squeeze said it is seeking other financing sources and waivers from debenture holders .,squeeze,0,1,1
247,126,wsj_0520,Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares or 10.4 % of the 9.6 million outstanding .,strengthening,0.31,1,1
247,126,wsj_0520,Nashua immediately responded by strengthening a poison-pill plan and saying it will buy back up to one million of its shares or 10.4 % of the 9.6 million outstanding .,saying,0.23,1,1
247,127,wsj_0348,The Fairfield N.J. company which is 92 % - owned by Ogden Corp. New York had net of $ 1.1 million or four cents a share a year ago .,had,0.2,1,1
247,128,ABC19980120.1830.0957,Castro has said that you can be a Communist and still be a Christian,[NONE],0.38,1,1
247,129,wsj_0557,"Louis Gerstner Jr. chairman and chief executive officer of New York-based RJR called the sale a """" significant step """" in the company 's divestiture program as well as a """" a strategic divestiture . """"",[NONE],0,1,1
247,130,wsj_0610,Initial cost estimates for the plant which was to have been built in phases ranged from $ 1 billion to $ 1.2 billion .,ranged,0,1,1
247,131,wsj_0810,The Paribas offer values Navigation Mixte at about 23 billion francs depending on how many of Navigation Mixte 's warrants are converted into shares during the takeover battle .,[NONE],0,1,0
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",charges,0.4,1,1
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",fluctuation,0.4,1,1
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",achieve,0.3,1,1
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",assuming,0.2,1,1
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",expects,0.2,1,1
247,133,wsj_0171,"The thrift said that """" after these charges and assuming no dramatic fluctuation in interest rates the association expects to achieve near record earnings in 1990 . """"",said,0.2,1,1
247,134,NYT19980206.0466,"White House on Thursday """" For the past few weeks we 've been subjected to false leaks designed to mislead both reporters and the American public .",subjected,0.41,1,1
247,134,NYT19980206.0466,"White House on Thursday """" For the past few weeks we 've been subjected to false leaks designed to mislead both reporters and the American public .",designed,0.31,1,1
247,134,NYT19980206.0466,"White House on Thursday """" For the past few weeks we 've been subjected to false leaks designed to mislead both reporters and the American public .",mislead,0.2,1,1
247,135,AP900815-0044,Truckloads of goods rolled into Iraq from Jordan on Tuesday and Iraqi-bound cargo was unloaded from ships at the Red Sea port ofAqaba despite the U.N.-ordered sanctions,sanctions,0.28,1,1
247,136,wsj_0586,It showed some early resilience after central bank support firmed sterling but the weight of Wall Street late in London trading and signs of further weakness in the British pound proved a hefty load to bear .,firmed,0.32,1,1
247,136,wsj_0586,It showed some early resilience after central bank support firmed sterling but the weight of Wall Street late in London trading and signs of further weakness in the British pound proved a hefty load to bear .,bear,0.16,1,1
247,137,wsj_0786,In January American Medical brought in a new chief executive officer Richard A. Gilleland 45 who will remain as chairman president and chief executive .,remain,0.28,1,1
247,139,wsj_0583,He took Polly Peck once a small fabric wholesaler and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .,build,0.53,1,1
247,139,wsj_0583,He took Polly Peck once a small fabric wholesaler and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .,used,0.53,1,1
247,139,wsj_0583,He took Polly Peck once a small fabric wholesaler and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .,took,0.32,1,1
247,139,wsj_0583,He took Polly Peck once a small fabric wholesaler and used it at as a base to build a conglomerate that has been doubling its profits annually since 1980 .,doubling,0.21,1,1
247,140,wsj_0263,A year earlier UniFirst earned $ 2.4 million or 24 cents a share adjusted for the split .,earned,0.17,1,1
247,140,wsj_0263,A year earlier UniFirst earned $ 2.4 million or 24 cents a share adjusted for the split .,split,0.17,1,1
247,141,ABC19980304.1830.1636,Ned Potter ABC News .,[NONE],0,1,1
247,142,WSJ900813-0157,They are n't being allowed to leave and could become hostages,hostages,0.33,1,1
247,142,WSJ900813-0157,They are n't being allowed to leave and could become hostages,leave,0.33,1,1
247,144,wsj_0555,Waxman Industries Inc. said holders of $ 6542000 face amount of its 6 1/4 % convertible subordinated debentures due March 15 2007 have elected to convert the debt into about 683000 common shares .,convert,0.42,1,1
247,144,wsj_0555,Waxman Industries Inc. said holders of $ 6542000 face amount of its 6 1/4 % convertible subordinated debentures due March 15 2007 have elected to convert the debt into about 683000 common shares .,said,0.32,1,1
247,144,wsj_0555,Waxman Industries Inc. said holders of $ 6542000 face amount of its 6 1/4 % convertible subordinated debentures due March 15 2007 have elected to convert the debt into about 683000 common shares .,due,0,1,1
247,145,APW19980418.0210,However cited by District of Columbia traffic police in December for driving under the influence of alcohol Farkas was ordered home and retired .,retired,0.3,1,1
247,145,APW19980418.0210,However cited by District of Columbia traffic police in December for driving under the influence of alcohol Farkas was ordered home and retired .,cited,0.2,1,1
247,146,WSJ910225-0066,Some analysts say he appeared to be relying on a smaller and smaller circle of close advisers and relatives,say,0.16,1,1
247,147,wsj_1035,"Profit also suffered because of """" intense """" discounting in its long-haul trucking business the company said .",said,0,1,1
247,148,CNN19980222.1130.0084,Annan wrapped up a three hour meeting with Iraqi president Saddam Hussein in Baghdad today,wrapped,0.47,1,1
247,150,wsj_0762,The company said the move recognizes its strong financial position,recognizes,0.32,1,1
247,150,wsj_0762,The company said the move recognizes its strong financial position,said,0.21,1,1
247,151,AP900816-0139,"Very few """" of the 2500 Americans in occupied Kuwait complied with the order a senior U.S. official told The Associated Press .",told,0.28,1,1
247,152,Wsj_0356,The plan provides for the distribution of one common stock-purchase right as a dividend for each share of common outstanding,[NONE],0,1,0
247,153,APW19980306.1001,The procedures are due to go before the Security Council next week,go,0.6,1,1
247,154,APW19980213.1320,Qantas ' India manager Khursheed Lam said the airline was working closely with the Australian Tourist Commission to develop greater awareness of Australia in the Indian market,develop,0.44,1,1
247,154,APW19980213.1320,Qantas ' India manager Khursheed Lam said the airline was working closely with the Australian Tourist Commission to develop greater awareness of Australia in the Indian market,working,0.44,1,1
247,154,APW19980213.1320,Qantas ' India manager Khursheed Lam said the airline was working closely with the Australian Tourist Commission to develop greater awareness of Australia in the Indian market,said,0.11,1,1
247,155,wsj_0151,But Mr. Ackerman said the buy-back and the above-market price paid prove that Mr. Edelman is running scared .,paid,0.23,1,1
247,155,wsj_0151,But Mr. Ackerman said the buy-back and the above-market price paid prove that Mr. Edelman is running scared .,said,0.23,1,1
247,155,wsj_0151,But Mr. Ackerman said the buy-back and the above-market price paid prove that Mr. Edelman is running scared .,prove,0.16,1,1
247,156,wsj_0685,NW Corp. said the final step in the acquisition of the company has been completed with the merger of CNW with a subsidiary of Chicago amp North Western Holdings Corp,merger,0.39,1,1
247,156,wsj_0685,NW Corp. said the final step in the acquisition of the company has been completed with the merger of CNW with a subsidiary of Chicago amp North Western Holdings Corp,completed,0.24,1,1
247,156,wsj_0685,NW Corp. said the final step in the acquisition of the company has been completed with the merger of CNW with a subsidiary of Chicago amp North Western Holdings Corp,said,0.24,1,1
247,157,PRI19980115.2000.0186,Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before,ruled,0.35,1,1
247,157,PRI19980115.2000.0186,Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before,brought,0.12,1,1
247,157,PRI19980115.2000.0186,Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before,flawed,0.12,1,1
247,157,PRI19980115.2000.0186,Now the ninth US circuit court of appeals has ruled that the original appeal was flawed since it brought up issues that had not been raised before,raised,0.12,1,1
247,158,wsj_1042,About 1.1 million Class C warrants were issued the company said .,said,0.24,1,1
247,160,wsj_0026,Imports of the types of watches that now will be eligible for duty-free treatment totaled about $ 37.3 million in 1988 a relatively small share of the $ 1.5 billion in U.S. watch imports that year according to an aide to U.S. Trade Representative Carla Hills .,imports,0.26,0,1
247,160,wsj_0026,Imports of the types of watches that now will be eligible for duty-free treatment totaled about $ 37.3 million in 1988 a relatively small share of the $ 1.5 billion in U.S. watch imports that year according to an aide to U.S. Trade Representative Carla Hills .,totaled,0.13,1,1
247,161,wsj_0006,Pacific First Financial Corp. said shareholders approved its acquisition by Royal Trustco Ltd. of Toronto for $ 27 a share or $ 212 million .,said,0.1,1,1
247,163,wsj_0751,The FDIC cleared the move yesterday and the banks must wait at least 30 days before closing the purchase .,purchase,0.42,1,1
247,163,wsj_0751,The FDIC cleared the move yesterday and the banks must wait at least 30 days before closing the purchase .,cleared,0.21,1,1
247,163,wsj_0751,The FDIC cleared the move yesterday and the banks must wait at least 30 days before closing the purchase .,move,0.21,1,1
247,163,wsj_0751,The FDIC cleared the move yesterday and the banks must wait at least 30 days before closing the purchase .,wait,0.21,1,1
247,164,wsj_0132,The charges were offset in part by a gain from the sale of the company 's construction division,gain,0.3,1,1
247,165,VOA19980303.1600.2745,The approach of the year two thousand has many of these groups in a kind of millennial frenzy,approach,0.26,1,1
247,166,NYT19980212.0019,NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store the police said .,emptied,0.29,1,1
247,166,NYT19980212.0019,NEW YORK _ A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store the police said .,said,0.14,1,1
247,167,WSJ910225-0066,U.S. Marines were said to have breached troublesome mine fields along the Iraqi lines but Pentagon officials said no amphibious assault on Kuwait 's beaches had begun,assault,0.18,1,1
247,167,WSJ910225-0066,U.S. Marines were said to have breached troublesome mine fields along the Iraqi lines but Pentagon officials said no amphibious assault on Kuwait 's beaches had begun,said,0.18,1,1
247,167,WSJ910225-0066,U.S. Marines were said to have breached troublesome mine fields along the Iraqi lines but Pentagon officials said no amphibious assault on Kuwait 's beaches had begun,said,0.12,1,1
247,167,WSJ910225-0066,U.S. Marines were said to have breached troublesome mine fields along the Iraqi lines but Pentagon officials said no amphibious assault on Kuwait 's beaches had begun,begun,0.06,1,1
247,168,wsj_0159,D Acquisition said the extension is to allow this process to be completed,allow,0.32,1,1
247,168,wsj_0159,D Acquisition said the extension is to allow this process to be completed,said,0,1,1
247,169,VOA19980303.1600.2745,The Internet has certainly helped uh hate mongers to organize and uh to feel that they are part of a larger community even if uh they are essentially uh you know angry people sitting in their bedrooms uh all alone .,helped,0.32,1,1
247,169,VOA19980303.1600.2745,The Internet has certainly helped uh hate mongers to organize and uh to feel that they are part of a larger community even if uh they are essentially uh you know angry people sitting in their bedrooms uh all alone .,feel,0.26,1,1
247,171,wsj_1006,The non-food operations accounted for about 27 % of Provigo 's 7.38 billion Canadian dollars ( US $ 6.3 billion ) in sales in the latest fiscal year,accounted,0.43,1,1
247,172,VOA19980501.1800.0355,At a news conference with US Vice President Al Gore in Jerusalem Mr. Netanyahu suggested Israel might be willing to move a little on issues holding up peace but he said he expects an equal effort from the Palestinians .,effort,0.21,1,1
247,172,VOA19980501.1800.0355,At a news conference with US Vice President Al Gore in Jerusalem Mr. Netanyahu suggested Israel might be willing to move a little on issues holding up peace but he said he expects an equal effort from the Palestinians .,holding,0.21,1,1
247,172,VOA19980501.1800.0355,At a news conference with US Vice President Al Gore in Jerusalem Mr. Netanyahu suggested Israel might be willing to move a little on issues holding up peace but he said he expects an equal effort from the Palestinians .,conference,0.14,1,1
247,172,VOA19980501.1800.0355,At a news conference with US Vice President Al Gore in Jerusalem Mr. Netanyahu suggested Israel might be willing to move a little on issues holding up peace but he said he expects an equal effort from the Palestinians .,expects,0.14,1,1
245,175,wsj_1073,The unit makes intravenous pumps used by hospitals and had more than $ 110 million in sales last year according to Advanced Medical .,sales,0.2,1,1
245,175,wsj_1073,The unit makes intravenous pumps used by hospitals and had more than $ 110 million in sales last year according to Advanced Medical .,had,0.1,1,1
245,176,AP900815-0044,The U.N. Security Council on Aug . 6 ordered a global embargo on trade with Iraq as punishment for seizing Kuwait,seizing,0.09,1,1
245,178,VOA19980501.1800.0355,Mr. Gore called on Israel to continue taking risks for peace,continue,0.37,1,1
245,178,VOA19980501.1800.0355,Mr. Gore called on Israel to continue taking risks for peace,taking,0.19,1,1
245,179,wsj_0542,"In the tender offer supplement Dow Jones discloses the different growth forecasts but says it views the 20 % growth rate """" as a hoped-for goal """" of Telerate 's management """" and not as a realistic basis on which to project the company 's likely future performance . """"",discloses,0.52,1,1
245,179,wsj_0542,"In the tender offer supplement Dow Jones discloses the different growth forecasts but says it views the 20 % growth rate """" as a hoped-for goal """" of Telerate 's management """" and not as a realistic basis on which to project the company 's likely future performance . """"",says,0.17,1,1
245,179,wsj_0542,"In the tender offer supplement Dow Jones discloses the different growth forecasts but says it views the 20 % growth rate """" as a hoped-for goal """" of Telerate 's management """" and not as a realistic basis on which to project the company 's likely future performance . """"",forecasts,0,1,1
245,179,wsj_0542,"In the tender offer supplement Dow Jones discloses the different growth forecasts but says it views the 20 % growth rate """" as a hoped-for goal """" of Telerate 's management """" and not as a realistic basis on which to project the company 's likely future performance . """"",views,0,1,1
245,180,wsj_0557,The candy businesses had sales of about $ 154 million last year which was roughly 12 % of total revenue for RJR 's Planters LifeSavers unit according to a memorandum distributed by RJR 's owner Kohlberg Kravis Roberts amp Co. to bankers last December .,distributed,0.28,1,1
245,180,wsj_0557,The candy businesses had sales of about $ 154 million last year which was roughly 12 % of total revenue for RJR 's Planters LifeSavers unit according to a memorandum distributed by RJR 's owner Kohlberg Kravis Roberts amp Co. to bankers last December .,had,0.09,1,1
245,180,wsj_0557,The candy businesses had sales of about $ 154 million last year which was roughly 12 % of total revenue for RJR 's Planters LifeSavers unit according to a memorandum distributed by RJR 's owner Kohlberg Kravis Roberts amp Co. to bankers last December .,according,0,1,1
245,181,wsj_0586,Traders said the continued turbulence in other markets coupled with the drop in London following the Lawson resignation were responsible .,drop,0.35,1,1
245,181,wsj_0586,Traders said the continued turbulence in other markets coupled with the drop in London following the Lawson resignation were responsible .,responsible,0.06,1,1
245,181,wsj_0586,Traders said the continued turbulence in other markets coupled with the drop in London following the Lawson resignation were responsible .,said,0.06,1,1
245,182,APW19980306.1001,"All sites were inspected to the satisfaction of the inspection team and with full cooperation of Iraqi authorities """" Dacey said .",said,0.1,1,1
245,184,wsj_0991,Total Assets Protection Inc. rebounding from its earlier loss expects to report earnings from operations of about $ 200000 for the third quarter J.C. Matlock chairman said .,expects,0.1,1,1
245,184,wsj_0991,Total Assets Protection Inc. rebounding from its earlier loss expects to report earnings from operations of about $ 200000 for the third quarter J.C. Matlock chairman said .,said,0,1,1
245,186,wsj_0583,"Our company has not been able to cope very effectively with """" changes in the marketplace said Ryosuke Ito Sansui 's president .",cope,0.13,1,1
245,186,wsj_0583,"Our company has not been able to cope very effectively with """" changes in the marketplace said Ryosuke Ito Sansui 's president .",able,0.07,1,1
245,186,wsj_0583,"Our company has not been able to cope very effectively with """" changes in the marketplace said Ryosuke Ito Sansui 's president .",said,0.07,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,consolidating,0.37,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,vote,0.37,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,rejected,0.27,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,aimed,0.09,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,had,0.09,1,1
245,188,wsj_0938,Mr. Drabinsky who would have had the right to vote those shares for two years said the purchase subsequently rejected by regulators was aimed at consolidating his control of the company .,said,0.09,1,1
246,189,wsj_0791,Yesterday it closed at $ 4.375 a share up $ 1.125 in national over-the-counter trading .,trading,0.11,1,1
246,190,PRI19980303.2000.2550,We do not further the purpose of human rights in the world by violating the human rights under our own constitution,further,0.38,1,1
246,191,wsj_0557,"RJR Nabisco and Planters LifeSavers will concentrate more on our own core businesses """" Mr. Gerstner said Friday .",concentrate,0.43,1,1
246,191,wsj_0557,"RJR Nabisco and Planters LifeSavers will concentrate more on our own core businesses """" Mr. Gerstner said Friday .",said,0.14,1,1
246,192,Wsj_0816,In late New York trading the dollar was at 1.8400 marks and 142.10 yen compared with 1.8353 marks and 141.52 yen Wednesday,[NONE],0,1,0
246,193,AP900815-0044,CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait,convened,0.21,1,1
246,193,AP900815-0044,CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait,discuss,0.16,1,1
246,193,AP900815-0044,CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait,called,0.05,1,1
246,193,AP900815-0044,CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait,citing,0.05,1,1
246,193,AP900815-0044,CBS News report citing unidentified Jordanian sources said that Saddam 's message called for an international conference to be convened to discuss an Iraqi withdrawal from Kuwait,said,0.05,1,1
246,196,NYT19980424.0421,Butinstead of providing the votes to strike it down they chose to uphold it on the flimsy ground that because the sex of the parent and not the child made the difference under the law the plaintiff did not have standing to bring the case .,providing,0.23,1,1
246,196,NYT19980424.0421,Butinstead of providing the votes to strike it down they chose to uphold it on the flimsy ground that because the sex of the parent and not the child made the difference under the law the plaintiff did not have standing to bring the case .,bring,0.12,1,1
246,197,wsj_0171,The company said the one-time provision would substantially eliminate all future losses at the unit,losses,0.32,1,1
246,197,wsj_0171,The company said the one-time provision would substantially eliminate all future losses at the unit,said,0.32,1,1
246,198,WSJ910225-0066,"Secretary of State James Baker said on ABC - TV 's """" This Week With David Brinkley """" that the series of United Nations resolutions condemning Iraq 's invasion of Kuwait """" imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq . """"",restoration,0.24,1,1
246,198,WSJ910225-0066,"Secretary of State James Baker said on ABC - TV 's """" This Week With David Brinkley """" that the series of United Nations resolutions condemning Iraq 's invasion of Kuwait """" imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq . """"",condemning,0.14,1,1
246,198,WSJ910225-0066,"Secretary of State James Baker said on ABC - TV 's """" This Week With David Brinkley """" that the series of United Nations resolutions condemning Iraq 's invasion of Kuwait """" imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq . """"",imply,0.1,1,1
246,198,WSJ910225-0066,"Secretary of State James Baker said on ABC - TV 's """" This Week With David Brinkley """" that the series of United Nations resolutions condemning Iraq 's invasion of Kuwait """" imply that the restoration of peace and stability in the Gulf would be a heck of a lot easier if he and that leadership were not in power in Iraq . """"",said,0.1,1,1
246,199,wsj_0135,Elco Industries Inc. said it expects net income in the year ending June 30 1990 to fall below a recent analyst 's estimate of $ 1.65 a share .,expects,0.57,1,1
246,199,wsj_0135,Elco Industries Inc. said it expects net income in the year ending June 30 1990 to fall below a recent analyst 's estimate of $ 1.65 a share .,said,0.28,1,1
246,199,wsj_0135,Elco Industries Inc. said it expects net income in the year ending June 30 1990 to fall below a recent analyst 's estimate of $ 1.65 a share .,ending,0,1,1
246,199,wsj_0135,Elco Industries Inc. said it expects net income in the year ending June 30 1990 to fall below a recent analyst 's estimate of $ 1.65 a share .,fall,0,1,1
246,200,APW19980501.0480,Other than usage in business Internet technology is also beginning to infiltrate the lifestyle domain .,infiltrate,0.51,1,1
246,200,APW19980501.0480,Other than usage in business Internet technology is also beginning to infiltrate the lifestyle domain .,usage,0.51,1,1
246,200,APW19980501.0480,Other than usage in business Internet technology is also beginning to infiltrate the lifestyle domain .,beginning,0.34,1,1
246,200,APW19980501.0480,Other than usage in business Internet technology is also beginning to infiltrate the lifestyle domain .,business,0.17,0,0
245,1,wsj_0173,The Avon Conn . company 's stock hit a high in 1983 after it unveiled its Adam home computer but the product was plagued with glitches and the company 's fortunes plunged .,plunged,0.53,1,1
245,1,wsj_0173,The Avon Conn . company 's stock hit a high in 1983 after it unveiled its Adam home computer but the product was plagued with glitches and the company 's fortunes plunged .,unveiled,0.46,1,1
245,1,wsj_0173,The Avon Conn . company 's stock hit a high in 1983 after it unveiled its Adam home computer but the product was plagued with glitches and the company 's fortunes plunged .,hit,0.4,1,1
245,2,wsj_1013,"Thomas Spiegel Columbia 's chairman said in a statement that the thrift was """" disappointed """" by the effects of the accounting changes .",changes,0.65,1,1
245,3,wsj_0660,The companies said the transaction is being structured this way because the laws of the Netherlands Antilles under which Erbamont is organized do n't provide for merger transactions .,transaction,0.69,0,1
245,3,wsj_0660,The companies said the transaction is being structured this way because the laws of the Netherlands Antilles under which Erbamont is organized do n't provide for merger transactions .,transactions,0.48,0,1
245,4,APW19980227.0487,Har - Shefi said she heard Amir talk about killing Rabin but did not tell the police because she did not believe he was serious,killing,0.63,1,1
245,5,wsj_0505,They said they expect the transaction to be completed by Dec . 15,transaction,0.85,1,1
245,6,wsj_0816,Yield on the issue was 7.88 %,Yield,0.7,0,1
245,8,wsj_0586,Share prices also closed lower in Sydney Hong Kong Singapore Taipei Manila Wellington and Seoul .,closed,0.93,1,1
245,9,wsj_0585,And to protect their reduced capital investment from eroding further market makers became quicker to lower price quotes when sell programs are in progress .,eroding,0.64,1,1
245,11,Wsj_0151,Mr. Ackerman already is seeking to oust Mr. Edelman as chairman of Datapoint Corp. an Intelogic affiliate .,oust,0.8,1,1
245,12,wsj_0584,In response to BellSouth 's amended pact the Kirkland Wash . company extended its own offer to buy 22 million LIN shares for $ 125 apiece which would give McCaw a 50.3 % controlling interest .,extended,0.49,1,1
245,14,NYT19980212.0019,The other customers fled and the police said it did not appear that anyone else was injured .,fled,0.83,1,1
